movie_name,title_year,genres,duration,director_name,movie_imdb_link,content_rating,imdb_score,num_voted_users,num_user_for_reviews
After Earth,2013,Action|Adventure|Sci-Fi,100,M. Night Shyamalan,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,PG-13,4.9,158720,744
After the Sunset,2004,Action|Comedy|Crime|Drama,97,Brett Ratner,http://www.imdb.com/title/tt0367479/?ref_=fn_tt_tt_1,PG-13,6.3,38298,147
After.Life,2009,Drama|Horror|Mystery|Thriller,104,Agnieszka Wojtowicz-Vosloo,http://www.imdb.com/title/tt0838247/?ref_=fn_tt_tt_1,R,5.9,30836,137
After,2012,Fantasy|Horror|Mystery|Thriller,90,Ryan Smith,http://www.imdb.com/title/tt1799508/?ref_=fn_tt_tt_1,PG-13,5.4,3699,27
Against the Ropes,2004,Biography|Drama|Romance|Sport,110,Charles S. Dutton,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,PG-13,5.3,5917,50
Against the Wild,2013,Adventure|Family,90,Richard Boddington,http://www.imdb.com/title/tt2475846/?ref_=fn_tt_tt_1,PG,4.7,840,9
Agent Cody Banks 2: Destination London,2004,Action|Adventure|Comedy|Family|Romance|Sci-Fi,100,Kevin Allen,http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1,PG,4.5,11092,44
Agent Cody Banks,2003,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,102,Harald Zwart,http://www.imdb.com/title/tt0313911/?ref_=fn_tt_tt_1,PG,5,26755,104
Agora,2009,Adventure|Drama|History|Romance,141,Alejandro Amenábar,http://www.imdb.com/title/tt1186830/?ref_=fn_tt_tt_1,R,7.2,52496,172
Air Bud,1997,Comedy|Drama|Family|Sport,98,Charles Martin Smith,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1,PG,5.1,12942,34
Air Force One,1997,Action|Adventure|Drama|Thriller,124,Wolfgang Petersen,http://www.imdb.com/title/tt0118571/?ref_=fn_tt_tt_1,R,6.4,146134,393
Airborne,1993,Adventure|Comedy|Sport,91,Rob Bowman,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,PG,6.2,5061,70
Airplane!,1980,Comedy,88,Jim Abrahams,http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1,PG,7.8,160281,427
Akeelah and the Bee,2006,Drama,112,Doug Atchison,http://www.imdb.com/title/tt0437800/?ref_=fn_tt_tt_1,PG,7.5,15337,172
Aladdin,1992,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,90,Ron Clements,http://www.imdb.com/title/tt0103639/?ref_=fn_tt_tt_1,G,8,260939,244
Albert Nobbs,2011,Drama,113,Rodrigo García,http://www.imdb.com/title/tt1602098/?ref_=fn_tt_tt_1,R,6.7,19616,98
Albino Alligator,1996,Crime|Drama|Thriller,97,Kevin Spacey,http://www.imdb.com/title/tt0115495/?ref_=fn_tt_tt_1,R,6.1,6632,69
Alex & Emma,2003,Comedy|Romance,96,Rob Reiner,http://www.imdb.com/title/tt0318283/?ref_=fn_tt_tt_1,PG-13,5.6,11520,105
Alex Cross,2012,Action|Crime|Mystery|Thriller,101,Rob Cohen,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,PG-13,5.1,28257,151
Alex Rider: Operation Stormbreaker,2006,Action|Adventure|Family|Thriller,93,Geoffrey Sax,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,PG,5.1,20201,187
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,Comedy|Family,81,Miguel Arteta,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,PG,6.2,29738,85
Alexander's Ragtime Band,1938,Drama|Musical|Romance,106,Henry King,http://www.imdb.com/title/tt0029852/?ref_=fn_tt_tt_1,Approved,7,1381,29
Alexander,2004,Action|Adventure|Biography|Drama|History|Romance|War,206,Oliver Stone,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,R,5.5,138863,1390
Alfie,2004,Comedy|Drama|Romance,103,Charles Shyer,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,R,6.2,43442,146
Alice Through the Looking Glass,2016,Adventure|Family|Fantasy,113,James Bobin,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,PG,6.4,21352,131
Alice in Wonderland,2010,Adventure|Family|Fantasy,108,Tim Burton,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1,PG,6.5,306320,736
Alien 3,1992,Action|Horror|Sci-Fi,145,David Fincher,http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1,R,6.4,207686,776
Alien Uprising,2012,Comedy|Sci-Fi,101,Dominic Burns,http://www.imdb.com/title/tt2040578/?ref_=fn_tt_tt_1,R,3.1,2753,82
Alien Zone,1978,Horror,79,Sharron Miller,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,PG,4.1,440,21
Alien: Resurrection,1997,Action|Horror|Sci-Fi,116,Jean-Pierre Jeunet,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,R,6.3,170179,656
Aliens in the Attic,2009,Adventure|Comedy|Family|Fantasy|Sci-Fi,86,John Schultz,http://www.imdb.com/title/tt0775552/?ref_=fn_tt_tt_1,PG,5.4,16580,55
Aliens vs. Predator: Requiem,2007,Action|Horror|Sci-Fi|Thriller,102,Colin Strause,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1,R,4.7,92789,998
Aliens,1986,Action|Adventure|Sci-Fi,154,James Cameron,http://www.imdb.com/title/tt0090605/?ref_=fn_tt_tt_1,R,8.4,488537,1076
Alien,1979,Horror|Sci-Fi,116,Ridley Scott,http://www.imdb.com/title/tt0078748/?ref_=fn_tt_tt_1,R,8.5,563827,1110
Alive,1993,Adventure|Biography|Drama|Thriller,120,Frank Marshall,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,R,7.1,38949,112
Ali,2001,Biography|Drama|Sport,165,Michael Mann,http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1,R,6.8,79186,386
All About Steve,2009,Comedy|Romance,99,Phil Traill,http://www.imdb.com/title/tt0881891/?ref_=fn_tt_tt_1,PG-13,4.8,33088,143
All About the Benjamins,2002,Action|Comedy|Crime|Thriller,95,Kevin Bray,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,R,5.7,9693,33
All Good Things,2010,Crime|Drama|Mystery|Romance|Thriller,101,Andrew Jarecki,http://www.imdb.com/title/tt1175709/?ref_=fn_tt_tt_1,R,6.3,41249,67
All Hat,2007,Western,89,Leonard Farlinger,http://www.imdb.com/title/tt0903131/?ref_=fn_tt_tt_1,R,5.3,436,8
All Is Bright,2013,Comedy|Drama,107,Phil Morrison,http://www.imdb.com/title/tt1462901/?ref_=fn_tt_tt_1,R,5.6,4478,23
All Is Lost,2013,Action|Adventure|Drama,106,J.C. Chandor,http://www.imdb.com/title/tt2017038/?ref_=fn_tt_tt_1,PG-13,6.9,59545,312
All Superheroes Must Die,2011,Sci-Fi|Thriller,78,Jason Trost,http://www.imdb.com/title/tt1836212/?ref_=fn_tt_tt_1,Unrated,4,1771,35
All That Jazz,1979,Comedy|Drama|Music|Musical,123,Bob Fosse,http://www.imdb.com/title/tt0078754/?ref_=fn_tt_tt_1,R,7.8,19228,146
All or Nothing,2002,Drama,121,Mike Leigh,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,R,7.6,8161,94
All the Boys Love Mandy Lane,2006,Horror,90,Jonathan Levine,http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1,R,5.6,25951,129
All the King's Men,2006,Drama|Thriller,128,Steven Zaillian,http://www.imdb.com/title/tt0405676/?ref_=fn_tt_tt_1,PG-13,6.2,20740,178
All the Pretty Horses,2000,Drama|Romance|Western,220,Billy Bob Thornton,http://www.imdb.com/title/tt0149624/?ref_=fn_tt_tt_1,PG-13,5.8,11388,183
All the Queen's Men,2001,Action|Comedy|Drama|War,105,Stefan Ruzowitzky,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,PG-13,4.5,2236,40
All the Real Girls,2003,Drama|Romance,108,David Gordon Green,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,R,6.9,9233,126
Allegiant,2016,Action|Adventure|Mystery|Sci-Fi|Thriller,120,Robert Schwentke,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1,PG-13,5.8,44296,144
Alleluia! The Devil's Carnival,2016,Horror|Musical,97,Darren Lynn Bousman,http://www.imdb.com/title/tt3892618/?ref_=fn_tt_tt_1,,7.4,259,20
Almost Famous,2000,Adventure|Comedy|Drama|Music,152,Cameron Crowe,http://www.imdb.com/title/tt0181875/?ref_=fn_tt_tt_1,R,7.9,207287,822
Aloft,2014,Drama,97,Claudia Llosa,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,R,5.3,2103,11
Aloha,2015,Comedy|Drama|Romance,105,Cameron Crowe,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,PG-13,5.4,39782,172
Alone in the Dark,2005,Horror|Sci-Fi,94,Uwe Boll,http://www.imdb.com/title/tt0369226/?ref_=fn_tt_tt_1,R,2.3,37626,521
Alone with Her,2006,Crime|Drama|Thriller,78,Eric Nicholas,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,Not Rated,6.1,3228,31
Along Came Polly,2004,Comedy|Romance,90,John Hamburg,http://www.imdb.com/title/tt0343135/?ref_=fn_tt_tt_1,PG-13,5.9,106909,268
Along Came a Spider,2001,Crime|Drama|Thriller,104,Lee Tamahori,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,R,6.3,59232,317
Along the Roadside,2013,Comedy|Music|Romance,108,Zoran Lisinac,http://www.imdb.com/title/tt2290113/?ref_=fn_tt_tt_1,,7.1,330,2
Alpha and Omega,2010,Adventure|Animation|Comedy|Family|Romance,90,Anthony Bell,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,PG,5.3,10986,84
Alvin and the Chipmunks: Chipwrecked,2011,Adventure|Animation|Comedy|Family|Fantasy|Music,87,Mike Mitchell,http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1,G,4.4,22838,56
Alvin and the Chipmunks: The Road Chip,2015,Adventure|Animation|Comedy|Family|Fantasy|Music,92,Walt Becker,http://www.imdb.com/title/tt2974918/?ref_=fn_tt_tt_1,PG,5,9418,53
Alvin and the Chipmunks: The Squeakquel,2009,Animation|Comedy|Family|Fantasy|Music,88,Betty Thomas,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,PG,4.5,31649,98
Alvin and the Chipmunks,2007,Animation|Comedy|Family|Fantasy|Music,92,Tim Hill,http://www.imdb.com/title/tt0952640/?ref_=fn_tt_tt_1,PG,5.2,57276,146
Always Woodstock,2014,Comedy|Music|Romance,97,Rita Merson,http://www.imdb.com/title/tt1995477/?ref_=fn_tt_tt_1,,5.3,485,6
Amadeus,1984,Biography|Drama|History|Music,180,Milos Forman,http://www.imdb.com/title/tt0086879/?ref_=fn_tt_tt_1,R,8.3,270790,549
Amen.,2002,Biography|Crime|Drama|War,132,Costa-Gavras,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,Unrated,7.3,11077,55
America Is Still the Place,2015,History,90,Patrick Gilles,http://www.imdb.com/title/tt3417110/?ref_=fn_tt_tt_1,,7.5,22,
America's Sweethearts,2001,Comedy|Romance,102,Joe Roth,http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1,PG-13,5.7,47573,343
American Beauty,1999,Drama,122,Sam Mendes,http://www.imdb.com/title/tt0169547/?ref_=fn_tt_tt_1,R,8.4,822500,2715
American Desi,2001,Comedy|Drama|Romance,100,Piyush Dinker Pandya,http://www.imdb.com/title/tt0203289/?ref_=fn_tt_tt_1,Unrated,6.7,1489,40
American Dreamz,2006,Comedy|Music,107,Paul Weitz,http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1,PG-13,5.5,22639,217
American Gangster,2007,Biography|Crime|Drama,176,Ridley Scott,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1,R,7.8,324671,458
American Graffiti,1973,Comedy|Drama|Music,112,George Lucas,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,PG,7.5,63839,238
American Heist,2014,Action|Crime|Drama|Thriller,94,Sarik Andreasyan,http://www.imdb.com/title/tt2923316/?ref_=fn_tt_tt_1,R,5.2,12372,42
American Hero,2015,Action|Comedy|Drama|Sci-Fi,86,Nick Love,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,,4.9,2706,23
American History X,1998,Crime|Drama,101,Tony Kaye,http://www.imdb.com/title/tt0120586/?ref_=fn_tt_tt_1,R,8.6,782437,1420
American Hustle,2013,Crime|Drama,138,David O. Russell,http://www.imdb.com/title/tt1800241/?ref_=fn_tt_tt_1,R,7.3,358416,751
American Ninja 2: The Confrontation,1987,Action|Drama,90,Sam Firstenberg,http://www.imdb.com/title/tt0092548/?ref_=fn_tt_tt_1,R,4.7,6046,46
American Outlaws,2001,Action|Western,94,Les Mayfield,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,PG-13,6,12077,162
American Pie 2,2001,Comedy,108,J.B. Rogers,http://www.imdb.com/title/tt0252866/?ref_=fn_tt_tt_1,R,6.4,200260,431
American Pie,1999,Comedy,95,Paul Weitz,http://www.imdb.com/title/tt0163651/?ref_=fn_tt_tt_1,R,7,315549,789
American Psycho,2000,Crime|Drama,102,Mary Harron,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,R,7.6,357275,1061
American Reunion,2012,Comedy,113,Jon Hurwitz,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,R,6.7,172112,181
American Sniper,2014,Action|Biography|Drama|History|Thriller|War,133,Clint Eastwood,http://www.imdb.com/title/tt2179136/?ref_=fn_tt_tt_1,R,7.3,325264,916
American Splendor,2003,Biography|Comedy|Drama,101,Shari Springer Berman,http://www.imdb.com/title/tt0305206/?ref_=fn_tt_tt_1,R,7.5,41999,226
American Wedding,2003,Comedy|Romance,74,Jesse Dylan,http://www.imdb.com/title/tt0328828/?ref_=fn_tt_tt_1,R,6.3,162331,332
Amidst the Devil's Wings,2014,Action|Crime|Drama,90,Daniel Columbie,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1,,4.3,28,
Amigo,2010,Drama|War,124,John Sayles,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,R,5.8,463,8
Amistad,1997,Drama|History,155,Steven Spielberg,http://www.imdb.com/title/tt0118607/?ref_=fn_tt_tt_1,R,7.2,56509,227
Amnesiac,2014,Drama|Horror|Mystery|Thriller,90,Michael Polish,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1,,4.3,2157,15
Among Giants,1998,Comedy|Romance,93,Sam Miller,http://www.imdb.com/title/tt0122906/?ref_=fn_tt_tt_1,R,5.9,811,26
An Alan Smithee Film: Burn Hollywood Burn,1997,Comedy,86,Arthur Hiller,http://www.imdb.com/title/tt0118577/?ref_=fn_tt_tt_1,R,3.5,2971,85
An American Carol,2008,Comedy|Fantasy,83,David Zucker,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,PG-13,4.3,8560,205
An American Girl Holiday,2004,Drama|Family,86,Nadia Tass,http://www.imdb.com/title/tt0412366/?ref_=fn_tt_tt_1,,7.2,1338,32
An American Haunting,2005,Horror|Mystery|Thriller,91,Courtney Solomon,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,PG-13,5,22207,747
An American in Hollywood,2014,Drama,89,Sai Varadan,http://www.imdb.com/title/tt2125430/?ref_=fn_tt_tt_1,R,7.2,100,3
An Education,2009,Drama,100,Lone Scherfig,http://www.imdb.com/title/tt1174732/?ref_=fn_tt_tt_1,PG-13,7.3,112138,237
An Everlasting Piece,2000,Comedy,103,Barry Levinson,http://www.imdb.com/title/tt0218182/?ref_=fn_tt_tt_1,R,6.3,1398,26
An Ideal Husband,1999,Comedy|Romance,97,Oliver Parker,http://www.imdb.com/title/tt0122541/?ref_=fn_tt_tt_1,PG-13,6.9,12980,132
An Inconvenient Truth,2006,Documentary,96,Davis Guggenheim,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,PG,7.5,67654,504
An Unfinished Life,2005,Drama,108,Lasse Hallström,http://www.imdb.com/title/tt0350261/?ref_=fn_tt_tt_1,PG-13,7,24033,152
Anacondas: The Hunt for the Blood Orchid,2004,Action|Adventure|Horror|Thriller,97,Dwight H. Little,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,PG-13,4.6,22243,144
Anaconda,1997,Action|Adventure|Horror|Thriller,89,Luis Llosa,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,PG-13,4.6,73539,271
Analyze That,2002,Comedy|Crime,96,Harold Ramis,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,R,5.9,69319,138
Analyze This,1999,Comedy|Crime,103,Harold Ramis,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,R,6.7,123940,337
Anastasia,1997,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,94,Don Bluth,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,G,7.1,86347,191
Anchorman 2: The Legend Continues,2013,Comedy,143,Adam McKay,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,PG-13,6.3,131227,346
Anchorman: The Legend of Ron Burgundy,2004,Comedy,98,Adam McKay,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,PG-13,7.2,267921,577
And So It Goes,2014,Comedy|Drama|Romance,94,Rob Reiner,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,PG-13,5.7,8895,48
And Then Came Love,2007,Comedy|Romance,90,Richard Schenkman,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,,4.8,443,4
Anderson's Cross,2010,Comedy|Drama|Romance,98,Jerome Elston Scott,http://www.imdb.com/title/tt0393049/?ref_=fn_tt_tt_1,R,7.2,95,7
Angel Eyes,2001,Drama|Romance,102,Luis Mandoki,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,R,5.6,19686,180
Angela's Ashes,1999,Drama,145,Alan Parker,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,R,7.3,16995,163
Angels & Demons,2009,Mystery|Thriller,146,Ron Howard,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,PG-13,6.7,207839,435
Anger Management,,Comedy|Romance,22,,http://www.imdb.com/title/tt1986770/?ref_=fn_tt_tt_1,,6.7,26992,54
Animal House,1978,Comedy,109,John Landis,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,R,7.6,90177,257
Animal Kingdom,,Crime|Drama,60,,http://www.imdb.com/title/tt5574490/?ref_=fn_tt_tt_1,,8.1,3673,23
Animals,2014,Drama,90,Collin Schiffli,http://www.imdb.com/title/tt3297554/?ref_=fn_tt_tt_1,,6.2,605,8
Anna Karenina,2012,Drama|Romance,129,Joe Wright,http://www.imdb.com/title/tt1781769/?ref_=fn_tt_tt_1,R,6.6,70886,226
Anna and the King,1999,Drama|History|Romance,148,Andy Tennant,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,PG-13,6.7,31080,217
Annabelle,2014,Horror|Mystery,99,John R. Leonetti,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,R,5.4,81699,291
Anne of Green Gables,,Drama|Family,199,,http://www.imdb.com/title/tt0088727/?ref_=fn_tt_tt_1,TV-G,8.4,14251,74
Annie Get Your Gun,1950,Biography|Comedy|Musical|Romance|Western,107,George Sidney,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,Passed,7,3167,90
Annie Hall,1977,Comedy|Romance,93,Woody Allen,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,PG,8.1,192940,491
Annie,2014,Comedy|Drama|Family|Musical,118,Will Gluck,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,PG,5.2,24735,213
Anomalisa,2015,Animation|Comedy|Drama|Romance,90,Duke Johnson,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,R,7.3,31489,140
Anonymous,2011,Drama|History|Thriller,130,Roland Emmerich,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,PG-13,6.9,34488,136
Another Earth,2011,Drama|Romance|Sci-Fi,92,Mike Cahill,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,PG-13,7,71387,228
Another Happy Day,2011,Comedy|Drama,119,Sam Levinson,http://www.imdb.com/title/tt1719071/?ref_=fn_tt_tt_1,R,6,3297,42
Another Year,2010,Comedy|Drama,129,Mike Leigh,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,PG-13,7.3,23629,141
Ant-Man,2015,Action|Adventure|Comedy|Sci-Fi,117,Peyton Reed,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,PG-13,7.4,313866,549
Antarctic Edge: 70,2015,Adventure|Documentary,72,Dena Seidel,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,,7,123,2
Antarctica: A Year on Ice,2013,Adventure|Biography|Documentary|Drama,91,Anthony Powell,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,PG,7.6,2482,16
Antibirth,2016,Horror,94,Danny Perez,http://www.imdb.com/title/tt3333870/?ref_=fn_tt_tt_1,,6.3,63,2
Antitrust,2001,Action|Crime|Drama|Thriller,109,Peter Howitt,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,PG-13,6.1,25558,221
Antiviral,2012,Horror|Sci-Fi|Thriller,108,Brandon Cronenberg,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1,Not Rated,5.7,9356,47
Antwone Fisher,2002,Biography|Drama,117,Denzel Washington,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,PG-13,7.3,26493,159
Antz,1998,Adventure|Animation|Comedy|Family,83,Eric Darnell,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,PG,6.6,124641,289
Any Given Sunday,1999,Drama|Sport,156,Oliver Stone,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,R,6.8,97047,452
Anything Else,2003,Comedy|Romance,108,Woody Allen,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,R,6.4,25165,155
Anywhere But Here,1999,Comedy|Drama,114,Wayne Wang,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,PG-13,6.1,14786,103
Apocalypse Now,1979,Drama|War,289,Francis Ford Coppola,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,R,8.5,450676,983
Apollo 13,1995,Adventure|Drama|History,140,Ron Howard,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,PG,7.6,208817,296
Apollo 18,2011,Horror|Mystery|Sci-Fi|Thriller,86,Gonzalo López-Gallego,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,PG-13,5.2,47227,323
Appaloosa,2008,Crime|Drama|Western,115,Ed Harris,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,R,6.8,50198,202
April Fool's Day,1986,Horror|Mystery,89,Fred Walton,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,R,6.2,10624,125
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,86,Matt Maiellaro,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,R,6.9,12160,73
Aquamarine,2006,Comedy|Family|Fantasy|Romance,104,Elizabeth Allen Rosenbaum,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,PG,5.3,30462,150
Arachnophobia,1990,Comedy|Fantasy|Horror|Thriller,103,Frank Marshall,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,PG-13,6.3,50389,136
Ararat,2002,Drama|War,115,Atom Egoyan,http://www.imdb.com/title/tt0273435/?ref_=fn_tt_tt_1,R,6.6,8624,180
Arbitrage,2012,Drama|Thriller,107,Nicholas Jarecki,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,R,6.6,41574,145
Archaeology of a Woman,2012,Drama,94,Sharon Greytak,http://www.imdb.com/title/tt1702455/?ref_=fn_tt_tt_1,,8.1,15,3
Are We There Yet?,2005,Adventure|Comedy|Family|Romance,95,Brian Levant,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,PG,4.6,22679,149
Area 51,2015,Horror|Sci-Fi|Thriller,91,Oren Peli,http://www.imdb.com/title/tt1519461/?ref_=fn_tt_tt_1,R,4.2,7888,55
Argo,2012,Biography|Drama|History|Thriller,130,Ben Affleck,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,R,7.7,452465,695
Arlington Road,1999,Crime|Drama|Thriller,117,Mark Pellington,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,R,7.2,69980,591
Armageddon,1998,Action|Adventure|Sci-Fi|Thriller,153,Michael Bay,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,PG-13,6.6,322395,1171
Armored,2009,Action|Crime|Thriller,88,Nimród Antal,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,PG-13,5.7,26236,110
Army of Darkness,1992,Comedy|Fantasy|Horror,88,Sam Raimi,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,R,7.6,128850,604
Arnolds Park,2007,Mystery|Thriller,103,Gene Teigland,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,PG-13,5.6,94,4
Around the World in 80 Days,2004,Action|Adventure|Comedy,120,Frank Coraci,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,PG,5.8,68720,191
Aroused,2013,Documentary,66,Deborah Anderson,http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1,,5.3,502,9
Arthur Christmas,2011,Adventure|Animation|Comedy|Family|Fantasy,97,Sarah Smith,http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,PG,7.1,35446,78
Arthur and the Invisibles,2006,Adventure|Animation|Family|Fantasy,94,Luc Besson,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,PG,6,25843,64
Arthur,,Animation|Comedy|Family,30,,http://www.imdb.com/title/tt0169414/?ref_=fn_tt_tt_1,TV-Y,7.4,8495,43
"As Above, So Below",2014,Horror|Mystery|Thriller,93,John Erick Dowdle,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,R,6.1,49948,211
As Good as It Gets,1997,Comedy|Drama|Romance,139,James L. Brooks,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,PG-13,7.7,224671,470
Ask Me Anything,2014,Drama,100,Allison Burnett,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,Not Rated,6,7870,64
Assassins,1995,Action|Crime|Thriller,132,Richard Donner,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,R,6.3,62981,84
Assault on Precinct 13,2005,Action|Crime|Drama|Thriller,109,Jean-François Richet,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,R,6.3,65979,220
Astro Boy,2009,Action|Animation|Comedy|Family|Sci-Fi,94,David Bowers,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,PG,6.3,25681,77
